Neighborhood,Year Built,Formatted SalePrice
Edwards,1950,"$120,000"
Edwards,1945,"$98,000"
Edwards,1922,"$99,900"
Edwards,1952,"$82,000"
Edwards,1959,"$119,900"
Edwards,1956,"$103,500"
Edwards,1956,"$112,000"
Edwards,1920,"$110,000"
Edwards,1941,"$122,000"
Edwards,1941,"$117,000"
SWISU,1938,"$160,000"
SWISU,1932,"$159,434"
SWISU,1920,"$60,000"
SWISU,1940,"$139,500"
SWISU,1920,"$197,000"
SWISU,1935,"$105,000"
SWISU,1928,"$135,000"
Crawfor,1916,"$147,500"
SWISU,1925,"$137,450"
SWISU,1936,"$155,000"
Crawfor,1928,"$177,000"
SWISU,1928,"$145,000"
Crawfor,1918,"$137,000"
Crawfor,1926,"$234,000"
Crawfor,1940,"$205,000"
Crawfor,1942,"$177,500"
Crawfor,1940,"$160,000"
Crawfor,1960,"$155,000"
Crawfor,1921,"$163,500"
Crawfor,1921,"$154,900"
Crawfor,1940,"$205,000"
Crawfor,1954,"$144,800"
Crawfor,1941,"$174,500"
Crawfor,1960,"$193,000"
Crawfor,1949,"$158,000"
Crawfor,1950,"$158,500"
Crawfor,1954,"$224,000"
Blueste,1980,"$115,000"
Blueste,1980,"$137,000"
Blueste,1980,"$121,000"
Blueste,1980,"$124,000"
Crawfor,1986,"$208,000"
Crawfor,1971,"$315,000"
Crawfor,1988,"$222,000"
IDOTRR,1920,"$147,000"
IDOTRR,1900,"$123,000"
IDOTRR,1920,"$78,000"
IDOTRR,1915,"$85,000"
IDOTRR,1925,"$75,000"
Crawfor,2007,"$230,000"
IDOTRR,1910,"$57,625"
Mitchel,2000,"$251,000"
Mitchel,2003,"$239,686"
Mitchel,2004,"$240,000"
Mitchel,2001,"$215,000"
Mitchel,1977,"$156,450"
Mitchel,1977,"$173,000"
Mitchel,1977,"$126,000"
Mitchel,1990,"$173,000"
Mitchel,1991,"$152,000"
Timber,1958,"$137,500"
Timber,1965,"$375,000"
Timber,2007,"$315,500"
Timber,2009,"$224,500"
Timber,2008,"$410,000"
Timber,2008,"$316,500"
Timber,2007,"$201,000"
Timber,1988,"$175,000"
Timber,1980,"$204,000"
Timber,1987,"$213,500"
Timber,2001,"$220,000"
Timber,2003,"$170,000"
Timber,2006,"$315,000"
Timber,2007,"$425,000"
Mitchel,1968,"$139,500"
Mitchel,1960,"$115,000"
Mitchel,1998,"$162,000"
Mitchel,1999,"$165,000"
MeadowV,1973,"$91,000"
Mitchel,1968,"$130,000"
MeadowV,1970,"$86,000"
Mitchel,1969,"$160,000"
MeadowV,1970,"$80,000"
MeadowV,1970,"$97,000"
MeadowV,1970,"$88,000"
Mitchel,1972,"$131,900"
Mitchel,1993,"$131,250"
Mitchel,1978,"$165,500"
Mitchel,1985,"$112,000"
Mitchel,1992,"$149,000"
Mitchel,1993,"$143,000"
Mitchel,1992,"$130,000"
Mitchel,1977,"$196,000"
Mitchel,1969,"$173,000"
NAmes,1958,"$176,500"
NAmes,1970,"$237,500"
NAmes,1969,"$206,900"
Gilbert,1997,"$187,500"
Gilbert,1995,"$165,000"
Gilbert,1998,"$195,500"
Gilbert,1998,"$192,000"
Gilbert,1996,"$173,000"
Gilbert,1996,"$177,900"
Gilbert,1996,"$175,000"
StoneBr,2001,"$286,000"
StoneBr,1997,"$247,900"
StoneBr,1993,"$180,000"
StoneBr,1992,"$180,000"
Gilbert,1997,"$181,000"
Gilbert,1998,"$183,000"
Gilbert,1995,"$188,000"
Gilbert,1994,"$194,500"
Gilbert,1991,"$185,000"
StoneBr,1988,"$189,000"
StoneBr,1989,"$188,500"
StoneBr,2005,"$355,000"
StoneBr,2005,"$325,000"
StoneBr,2004,"$387,000"
Gilbert,1952,"$115,000"
StoneBr,2007,"$334,000"
Gilbert,1950,"$133,000"
NWAmes,1986,"$215,000"
NWAmes,1988,"$226,500"
NWAmes,1981,"$175,500"
NWAmes,1983,"$181,900"
NWAmes,1978,"$235,000"
NWAmes,1979,"$220,000"
NWAmes,1977,"$272,000"
NWAmes,1976,"$161,000"
NWAmes,1977,"$175,000"
NWAmes,1980,"$185,000"
NWAmes,1969,"$146,900"
NWAmes,1978,"$292,500"
NWAmes,1976,"$180,000"
NWAmes,1976,"$159,900"
NWAmes,1976,"$205,000"
NWAmes,1973,"$157,000"
NWAmes,1996,"$306,000"
NAmes,1974,"$133,000"
NAmes,1969,"$151,000"
NAmes,1969,"$111,900"
NAmes,1971,"$123,000"
NAmes,1972,"$111,250"
NAmes,1998,"$181,000"
BrDale,1973,"$103,400"
BrDale,1973,"$100,000"
BrDale,1972,"$100,500"
BrDale,1970,"$106,000"
BrDale,1971,"$85,400"
BrDale,1971,"$89,500"
BrDale,1972,"$111,750"
NPkVill,1977,"$140,000"
NPkVill,1975,"$143,000"
NPkVill,1977,"$148,500"
NAmes,1966,"$110,000"
NridgHt,2008,"$394,617"
NridgHt,2007,"$426,000"
NridgHt,2007,"$385,000"
NridgHt,2008,"$446,261"
NridgHt,2007,"$317,500"
NridgHt,2007,"$372,402"
NridgHt,2007,"$417,500"
NridgHt,2007,"$383,000"
NridgHt,2006,"$390,000"
NridgHt,2005,"$460,000"
NridgHt,2005,"$379,000"
NridgHt,2007,"$250,000"
NridgHt,2004,"$316,000"
NridgHt,2003,"$615,000"
NridgHt,2003,"$412,500"
NridgHt,2003,"$284,000"
NridgHt,2003,"$284,000"
NridgHt,2001,"$421,250"
NridgHt,2003,"$370,000"
NridgHt,2008,"$336,860"
NridgHt,2008,"$367,294"
NridgHt,2005,"$192,000"
NridgHt,2003,"$274,000"
NridgHt,2005,"$266,000"
NridgHt,2007,"$370,967"
NridgHt,2006,"$234,250"
NridgHt,2006,"$219,500"
NridgHt,2003,"$155,000"
NridgHt,2003,"$154,000"
NridgHt,2004,"$207,000"
Blmngtn,2003,"$195,000"
Blmngtn,2004,"$219,990"
Blmngtn,2005,"$191,000"
Blmngtn,2007,"$159,895"
Blmngtn,2007,"$187,687"
Gilbert,2004,"$179,000"
Gilbert,2004,"$193,000"
Gilbert,2005,"$190,000"
Gilbert,2005,"$176,000"
Gilbert,2002,"$188,000"
Gilbert,2003,"$213,000"
NridgHt,2007,"$217,300"
Gilbert,2000,"$186,500"
Gilbert,2000,"$226,750"
Gilbert,2004,"$184,000"
Gilbert,2002,"$176,000"
Gilbert,1999,"$225,000"
Gilbert,1999,"$185,900"
NoRidge,1997,"$284,500"
NoRidge,1998,"$315,000"
NoRidge,2000,"$250,000"
NoRidge,2000,"$291,000"
NoRidge,1998,"$350,000"
NoRidge,1996,"$279,500"
NoRidge,1995,"$290,000"
NoRidge,1995,"$350,000"
NoRidge,1993,"$341,000"
NoRidge,1993,"$287,500"
NoRidge,1994,"$271,000"
NoRidge,1994,"$301,500"
Somerst,2007,"$235,128"
Somerst,2007,"$214,000"
Somerst,2006,"$232,000"
Somerst,2006,"$240,000"
Somerst,2008,"$264,132"
Somerst,2007,"$245,000"
Somerst,2008,"$227,680"
Somerst,2007,"$257,000"
Somerst,2007,"$297,900"
Somerst,2006,"$247,000"
Somerst,2007,"$212,700"
Somerst,2007,"$250,580"
Somerst,2007,"$182,000"
Somerst,2005,"$226,700"
Somerst,2003,"$250,000"
Somerst,2005,"$250,000"
Somerst,2007,"$339,750"
Somerst,2007,"$205,950"
Somerst,2007,"$256,000"
Somerst,2007,"$230,348"
Somerst,2003,"$207,500"
SawyerW,2004,"$141,000"
SawyerW,2003,"$188,000"
SawyerW,2003,"$192,500"
SawyerW,2005,"$146,000"
SawyerW,2004,"$159,000"
SawyerW,2003,"$155,000"
SawyerW,2004,"$173,000"
SawyerW,2007,"$170,000"
SawyerW,1995,"$182,000"
SawyerW,1993,"$163,000"
SawyerW,1994,"$193,500"
SawyerW,1994,"$189,000"
SawyerW,2001,"$190,500"
SawyerW,1992,"$175,000"
SawyerW,1991,"$179,200"
SawyerW,1993,"$187,000"
SawyerW,1993,"$193,000"
SawyerW,1993,"$153,900"
Sawyer,1963,"$128,000"
Sawyer,1962,"$144,000"
Sawyer,1961,"$135,000"
Sawyer,1968,"$115,000"
Sawyer,1963,"$119,916"
Sawyer,1961,"$142,000"
Veenker,1974,"$192,000"
Sawyer,1972,"$140,000"
NoRidge,1990,"$290,000"
NoRidge,1993,"$372,500"
Somerst,2004,"$196,000"
Somerst,2006,"$171,900"
Somerst,2004,"$178,000"
Somerst,2005,"$165,000"
Somerst,2007,"$146,000"
Somerst,2007,"$146,000"
Somerst,1999,"$179,400"
Somerst,1999,"$172,900"
Somerst,2000,"$300,000"
Somerst,2001,"$285,000"
Somerst,2001,"$290,000"
Somerst,1999,"$305,000"
Somerst,1999,"$328,900"
Somerst,1999,"$160,000"
Somerst,1999,"$170,000"
Somerst,2001,"$223,000"
Somerst,1999,"$170,000"
Somerst,1999,"$200,000"
Somerst,1998,"$345,000"
Veenker,1996,"$245,500"
Veenker,1995,"$217,500"
Veenker,1993,"$324,000"
Veenker,1984,"$162,500"
Veenker,1977,"$150,000"
Veenker,1976,"$290,000"
Somerst,2002,"$205,000"
NWAmes,1970,"$174,000"
NWAmes,1969,"$183,000"
NWAmes,1968,"$150,000"
NWAmes,1971,"$145,000"
NWAmes,1967,"$215,000"
NWAmes,1965,"$140,500"
NWAmes,1974,"$240,000"
NAmes,1968,"$141,000"
NAmes,1965,"$147,000"
NAmes,1965,"$135,000"
NAmes,1965,"$145,000"
NAmes,1965,"$142,600"
NWAmes,1973,"$135,000"
NWAmes,1971,"$170,000"
NWAmes,1976,"$299,800"
NWAmes,1974,"$185,000"
NWAmes,1966,"$173,000"
NAmes,1961,"$178,400"
NWAmes,1968,"$176,000"
NAmes,1956,"$98,000"
NAmes,1957,"$109,008"
NAmes,1956,"$135,750"
NAmes,1963,"$155,000"
NAmes,1964,"$180,500"
NAmes,1966,"$174,900"
NAmes,1965,"$140,000"
NAmes,1964,"$145,000"
NAmes,1965,"$179,900"
NAmes,1964,"$168,500"
NAmes,1961,"$140,000"
NAmes,1959,"$145,500"
NAmes,1959,"$142,000"
NAmes,1960,"$141,000"
NAmes,1960,"$153,000"
BrkSide,1949,"$72,500"
BrkSide,1935,"$52,000"
BrkSide,1939,"$118,000"
BrkSide,1937,"$87,000"
NAmes,1960,"$141,500"
NAmes,1950,"$119,000"
NAmes,1950,"$141,500"
NAmes,1955,"$165,500"
NAmes,1953,"$112,900"
NAmes,1965,"$201,800"
NAmes,1961,"$163,000"
NAmes,1961,"$139,950"
NAmes,1962,"$174,000"
NAmes,1962,"$165,000"
NAmes,1966,"$227,000"
NAmes,1955,"$135,000"
NAmes,1963,"$124,000"
NAmes,1962,"$140,000"
NAmes,1957,"$136,500"
NAmes,1959,"$185,000"
NAmes,1958,"$163,000"
NAmes,1958,"$166,800"
NAmes,1956,"$139,000"
NAmes,1957,"$166,000"
NAmes,1958,"$136,000"
NAmes,1956,"$133,000"
NAmes,1952,"$116,000"
NAmes,1953,"$137,500"
NAmes,1953,"$130,000"
NAmes,1957,"$180,000"
NAmes,1951,"$139,000"
NAmes,1953,"$110,000"
NAmes,1957,"$100,000"
NAmes,1947,"$118,500"
NAmes,1957,"$146,000"
OldTown,1948,"$89,900"
OldTown,1925,"$114,000"
NAmes,1945,"$140,000"
OldTown,1940,"$86,900"
OldTown,1922,"$139,000"
OldTown,1900,"$106,250"
NAmes,1962,"$171,000"
NAmes,1968,"$139,000"
NAmes,1958,"$186,000"
NAmes,1960,"$157,000"
NAmes,1960,"$148,000"
NAmes,1960,"$242,000"
NAmes,1953,"$116,000"
NAmes,1951,"$94,000"
NAmes,1950,"$98,300"
NAmes,1960,"$127,000"
NAmes,1959,"$159,000"
NAmes,1962,"$125,900"
NAmes,1960,"$155,000"
NAmes,1948,"$138,000"
NAmes,1954,"$112,500"
NAmes,1954,"$105,500"
NAmes,1954,"$127,500"
NAmes,1961,"$130,000"
NAmes,1955,"$150,000"
NAmes,1954,"$109,500"
NAmes,1963,"$140,000"
NAmes,1964,"$167,900"
NAmes,1963,"$136,870"
OldTown,2008,"$143,000"
OldTown,1925,"$73,000"
OldTown,1904,"$157,500"
OldTown,1948,"$122,600"
OldTown,1910,"$111,000"
OldTown,1920,"$256,000"
OldTown,1940,"$64,000"
OldTown,1915,"$139,500"
OldTown,1910,"$118,000"
OldTown,2003,"$200,000"
OldTown,1940,"$119,164"
OldTown,1920,"$122,250"
OldTown,1920,"$120,000"
OldTown,1940,"$155,000"
OldTown,1910,"$78,000"
OldTown,1890,"$95,000"
OldTown,1948,"$115,000"
OldTown,1948,"$147,000"
OldTown,1946,"$140,000"
OldTown,1946,"$46,500"
OldTown,1957,"$112,500"
OldTown,1954,"$107,900"
OldTown,1949,"$65,000"
OldTown,1880,"$295,000"
OldTown,1900,"$139,500"
OldTown,1915,"$153,900"
OldTown,1920,"$132,000"
OldTown,1916,"$98,000"
OldTown,1900,"$114,000"
OldTown,1920,"$130,000"
OldTown,1917,"$129,500"
OldTown,1905,"$129,400"
OldTown,1928,"$161,000"
OldTown,1905,"$163,000"
OldTown,1914,"$128,000"
OldTown,1872,"$122,000"
OldTown,1926,"$116,900"
OldTown,1893,"$325,000"
OldTown,1920,"$55,000"
OldTown,1890,"$184,000"
OldTown,1959,"$110,000"
OldTown,1954,"$131,500"
OldTown,1956,"$97,000"
OldTown,1958,"$115,500"
BrkSide,1928,"$138,000"
BrkSide,1945,"$108,000"
BrkSide,1930,"$79,500"
BrkSide,1935,"$153,000"
BrkSide,1924,"$109,500"
BrkSide,1941,"$124,000"
BrkSide,1900,"$106,900"
BrkSide,1940,"$164,900"
BrkSide,1924,"$119,000"
BrkSide,1929,"$120,000"
BrkSide,1937,"$157,000"
BrkSide,1939,"$105,000"
BrkSide,1926,"$113,000"
BrkSide,1920,"$115,000"
BrkSide,1946,"$79,000"
BrkSide,1929,"$123,000"
BrkSide,1945,"$81,300"
BrkSide,1930,"$162,900"
BrkSide,1939,"$150,000"
OldTown,1923,"$123,500"
OldTown,1931,"$129,900"
BrkSide,1920,"$128,000"
BrkSide,1927,"$68,500"
BrkSide,1948,"$127,000"
BrkSide,1923,"$207,000"
BrkSide,1925,"$184,000"
BrkSide,1915,"$162,500"
BrkSide,1940,"$145,000"
BrkSide,1918,"$130,000"
OldTown,1910,"$160,000"
OldTown,1925,"$161,000"
OldTown,1910,"$127,500"
IDOTRR,1930,"$93,850"
IDOTRR,1952,"$136,000"
IDOTRR,1938,"$141,000"
IDOTRR,1915,"$120,000"
IDOTRR,1925,"$127,500"
IDOTRR,1925,"$127,000"
IDOTRR,1920,"$89,500"
OldTown,1955,"$125,000"
OldTown,1920,"$79,900"
IDOTRR,1912,"$85,000"
IDOTRR,1915,"$82,375"
IDOTRR,1906,"$135,000"
Sawyer,1947,"$124,000"
Sawyer,1968,"$134,000"
Sawyer,1948,"$135,000"
ClearCr,1959,"$134,432"
Edwards,1940,"$127,500"
Sawyer,1963,"$148,000"
Sawyer,1965,"$129,500"
Sawyer,1978,"$157,500"
Sawyer,1966,"$109,900"
Sawyer,1967,"$145,000"
Sawyer,1967,"$130,000"
Sawyer,1978,"$153,000"
Sawyer,1967,"$120,000"
Sawyer,1984,"$152,000"
Sawyer,1969,"$108,959"
Sawyer,1920,"$95,541"
Sawyer,1959,"$80,000"
Sawyer,1966,"$149,350"
Sawyer,1963,"$144,900"
Sawyer,1956,"$185,000"
Sawyer,1954,"$165,000"
ClearCr,1960,"$235,000"
Sawyer,1958,"$140,000"
Sawyer,1940,"$108,000"
ClearCr,1960,"$145,000"
Sawyer,1941,"$152,400"
Sawyer,1970,"$144,000"
ClearCr,1996,"$173,000"
ClearCr,1977,"$192,000"
ClearCr,1979,"$245,000"
ClearCr,1954,"$241,500"
ClearCr,1954,"$256,000"
Edwards,1959,"$177,000"
Edwards,1948,"$125,600"
Edwards,1953,"$155,000"
ClearCr,1908,"$240,000"
Edwards,1940,"$260,000"
Edwards,1918,"$185,000"
Edwards,1935,"$235,000"
Edwards,1956,"$159,900"
Edwards,1975,"$99,600"
Edwards,1962,"$134,500"
Edwards,1900,"$119,000"
Edwards,1910,"$107,500"
Edwards,1950,"$125,000"
Edwards,1924,"$79,000"
Edwards,1941,"$95,000"
SawyerW,1990,"$262,280"
SawyerW,1995,"$260,000"
SawyerW,1994,"$226,500"
SawyerW,1993,"$225,000"
SawyerW,1996,"$229,000"
CollgCr,2007,"$177,439"
CollgCr,2007,"$248,500"
CollgCr,2008,"$475,000"
CollgCr,2008,"$395,039"
SawyerW,1993,"$228,000"
SawyerW,1995,"$225,000"
ClearCr,1966,"$195,000"
ClearCr,1997,"$200,000"
CollgCr,1994,"$155,000"
CollgCr,1995,"$144,000"
CollgCr,1994,"$145,000"
CollgCr,1997,"$226,001"
CollgCr,1997,"$215,700"
CollgCr,2000,"$207,500"
CollgCr,1999,"$193,000"
CollgCr,1998,"$188,000"
CollgCr,1999,"$191,000"
CollgCr,2002,"$221,000"
CollgCr,2001,"$231,500"
CollgCr,2000,"$235,000"
CollgCr,2001,"$223,500"
CollgCr,1975,"$130,250"
CollgCr,1977,"$149,900"
CollgCr,1978,"$158,000"
CollgCr,1978,"$147,000"
CollgCr,1975,"$143,195"
CollgCr,1975,"$163,000"
CollgCr,1975,"$110,000"
CollgCr,1972,"$127,000"
CollgCr,1972,"$124,900"
CollgCr,2002,"$230,000"
CollgCr,2002,"$237,000"
CollgCr,2000,"$235,000"
CollgCr,2001,"$230,500"
CollgCr,1999,"$230,000"
CollgCr,1998,"$222,500"
CollgCr,2001,"$287,000"
CollgCr,2001,"$274,000"
CollgCr,2002,"$300,000"
CollgCr,2002,"$255,900"
CollgCr,2003,"$224,900"
CollgCr,2003,"$240,000"
CollgCr,2003,"$183,000"
CollgCr,1999,"$207,000"
CollgCr,1994,"$210,000"
CollgCr,2003,"$136,500"
CollgCr,2004,"$145,000"
CollgCr,1997,"$208,900"
CollgCr,1997,"$185,000"
CollgCr,2002,"$214,000"
CollgCr,2003,"$208,500"
CollgCr,2004,"$186,500"
CollgCr,2004,"$210,000"
CollgCr,2004,"$185,900"
CollgCr,2007,"$179,900"
CollgCr,2007,"$218,836"
CollgCr,2007,"$193,000"
CollgCr,2005,"$189,000"
CollgCr,2004,"$149,300"
CollgCr,2004,"$141,000"
CollgCr,2004,"$149,000"
CollgCr,2004,"$144,500"
Edwards,1910,"$85,000"
Edwards,1900,"$145,900"
Edwards,1966,"$123,000"
Edwards,1965,"$147,500"
Edwards,1976,"$165,000"
Edwards,1976,"$135,000"
Edwards,1940,"$108,000"
Edwards,1972,"$137,500"
Edwards,2003,"$165,400"
Edwards,1977,"$147,000"
Edwards,1976,"$160,500"
Edwards,2005,"$176,000"
Edwards,1959,"$284,700"
Edwards,2008,"$160,000"
Edwards,2005,"$148,000"
Edwards,1955,"$82,000"
Edwards,1955,"$82,000"
Edwards,1955,"$118,000"
Edwards,1955,"$82,500"
Edwards,1955,"$91,900"
Edwards,1938,"$120,000"
Edwards,1947,"$96,000"
Edwards,1953,"$99,000"
Edwards,1946,"$130,500"
Edwards,1954,"$135,000"
Edwards,1955,"$135,500"
Edwards,1954,"$100,000"
Edwards,1923,"$108,000"
Edwards,1925,"$98,000"
Edwards,1914,"$67,000"
SWISU,1912,"$135,900"
SWISU,1925,"$140,000"
SWISU,1939,"$179,500"
SWISU,1925,"$136,500"
SWISU,1921,"$168,000"
SWISU,1911,"$130,000"
SWISU,1921,"$189,000"
SWISU,1930,"$161,900"
Crawfor,1926,"$145,000"
Crawfor,1922,"$191,000"
Crawfor,1915,"$177,000"
Crawfor,1914,"$147,500"
SWISU,1930,"$91,000"
Crawfor,1925,"$231,000"
SWISU,1936,"$115,000"
Crawfor,1923,"$138,000"
Crawfor,1931,"$149,000"
Crawfor,1934,"$188,700"
Crawfor,1937,"$198,000"
Crawfor,1938,"$110,000"
Crawfor,1951,"$104,000"
Crawfor,1935,"$257,076"
Crawfor,1935,"$381,000"
Crawfor,1939,"$311,500"
Crawfor,1950,"$263,400"
Crawfor,1956,"$236,500"
Crawfor,1954,"$224,000"
Blueste,1980,"$116,500"
Blueste,1980,"$151,000"
IDOTRR,1926,"$126,000"
IDOTRR,1940,"$120,000"
IDOTRR,1922,"$55,000"
IDOTRR,1930,"$120,500"
IDOTRR,1940,"$120,500"
IDOTRR,1930,"$119,000"
IDOTRR,1967,"$126,000"
IDOTRR,1930,"$99,500"
IDOTRR,1958,"$165,500"
IDOTRR,1952,"$13,100"
IDOTRR,1895,"$89,000"
IDOTRR,1920,"$40,000"
IDOTRR,1910,"$80,900"
IDOTRR,1935,"$81,000"
IDOTRR,1920,"$65,000"
Crawfor,2008,"$392,500"
Crawfor,2007,"$294,464"
Crawfor,2004,"$250,000"
Crawfor,2004,"$275,000"
Mitchel,1996,"$300,000"
Mitchel,2002,"$271,000"
Mitchel,1996,"$213,000"
Mitchel,1977,"$171,000"
Mitchel,1977,"$171,500"
Mitchel,1976,"$100,000"
Mitchel,1991,"$228,500"
Timber,1965,"$228,950"
Timber,1986,"$241,500"
Timber,1976,"$287,000"
Timber,2006,"$294,000"
Timber,2007,"$293,077"
Timber,2007,"$264,966"
Timber,2006,"$172,500"
Timber,2006,"$167,500"
Timber,2008,"$218,689"
Timber,1989,"$150,000"
Timber,1986,"$184,000"
Timber,1986,"$180,000"
Timber,1988,"$175,000"
Timber,2003,"$232,500"
Timber,1999,"$195,000"
Timber,2003,"$305,000"
Timber,2007,"$298,751"
Timber,2005,"$370,000"
Mitchel,1997,"$209,200"
Mitchel,1997,"$206,300"
Mitchel,2007,"$146,000"
Mitchel,1997,"$160,500"
Mitchel,1964,"$173,000"
MeadowV,1975,"$124,000"
MeadowV,1976,"$115,000"
MeadowV,1976,"$129,500"
MeadowV,1973,"$105,000"
MeadowV,1973,"$94,900"
Mitchel,1968,"$152,500"
MeadowV,1970,"$98,000"
MeadowV,1972,"$81,000"
Mitchel,1954,"$113,000"
Mitchel,1983,"$128,500"
Mitchel,1984,"$119,500"
Mitchel,1982,"$130,500"
Mitchel,1982,"$138,000"
Mitchel,1982,"$134,500"
Mitchel,1940,"$160,000"
Mitchel,1984,"$137,500"
Mitchel,1969,"$172,000"
IDOTRR,1900,"$103,000"
NAmes,1971,"$167,300"
NAmes,1970,"$167,000"
NAmes,1973,"$244,000"
NAmes,1970,"$268,000"
Gilbert,2003,"$225,000"
Gilbert,1995,"$168,000"
Gilbert,1997,"$177,000"
Gilbert,1997,"$169,000"
Gilbert,1997,"$161,500"
StoneBr,2000,"$251,000"
Gilbert,1994,"$160,000"
Gilbert,1999,"$180,000"
Gilbert,1996,"$178,750"
Gilbert,1995,"$176,000"
Gilbert,1999,"$204,000"
Gilbert,1992,"$160,000"
Gilbert,1991,"$160,000"
Gilbert,1992,"$163,900"
Gilbert,1993,"$168,000"
Gilbert,1964,"$154,204"
StoneBr,1986,"$170,000"
StoneBr,1984,"$207,500"
StoneBr,1988,"$182,000"
StoneBr,1990,"$212,000"
StoneBr,2005,"$377,426"
StoneBr,2005,"$349,265"
StoneBr,2006,"$591,587"
Gilbert,1969,"$155,000"
StoneBr,2006,"$319,900"
StoneBr,2007,"$392,000"
StoneBr,2006,"$441,929"
StoneBr,2006,"$455,000"
NWAmes,1981,"$182,900"
NWAmes,1984,"$174,000"
NWAmes,1984,"$178,000"
NWAmes,1981,"$176,000"
NWAmes,1978,"$213,000"
NWAmes,1979,"$192,000"
NWAmes,1977,"$190,000"
NWAmes,1976,"$195,000"
NWAmes,1978,"$148,000"
NWAmes,1984,"$151,500"
NWAmes,1979,"$197,000"
NWAmes,1979,"$192,350"
NWAmes,1969,"$152,000"
NWAmes,1971,"$170,000"
NWAmes,1971,"$175,000"
NWAmes,1968,"$175,000"
NWAmes,1976,"$197,900"
NWAmes,1976,"$174,000"
NWAmes,1974,"$178,900"
NAmes,1971,"$139,000"
NAmes,1971,"$143,250"
NAmes,1972,"$184,000"
NAmes,1970,"$155,000"
NAmes,1970,"$133,000"
NAmes,1971,"$119,500"
NAmes,1971,"$123,000"
NAmes,1971,"$110,000"
NAmes,1961,"$128,000"
NAmes,1971,"$120,500"
NAmes,1998,"$133,000"
NAmes,2001,"$155,000"
NAmes,1997,"$177,000"
BrDale,1973,"$113,500"
BrDale,1973,"$113,000"
BrDale,1973,"$113,700"
BrDale,1970,"$106,000"
BrDale,1971,"$122,500"
NPkVill,1976,"$128,000"
NPkVill,1976,"$155,000"
NPkVill,1978,"$142,500"
NAmes,1966,"$129,250"
NridgHt,2006,"$356,000"
NridgHt,2007,"$314,813"
NridgHt,2007,"$318,000"
NridgHt,2006,"$322,400"
NridgHt,2007,"$318,000"
NridgHt,2007,"$345,474"
NridgHt,2006,"$415,298"
NridgHt,2007,"$492,000"
NridgHt,2006,"$338,931"
NridgHt,2005,"$450,000"
NridgHt,2006,"$280,000"
NridgHt,2007,"$479,069"
NridgHt,2006,"$395,000"
NridgHt,2006,"$380,000"
NridgHt,2006,"$250,000"
NridgHt,2006,"$440,000"
NridgHt,2005,"$418,000"
NridgHt,2007,"$500,067"
NridgHt,2007,"$260,116"
NridgHt,2004,"$317,000"
NridgHt,2007,"$319,500"
NridgHt,2007,"$325,624"
NridgHt,2006,"$372,000"
NridgHt,2004,"$342,000"
NridgHt,2004,"$354,000"
NridgHt,2003,"$350,000"
NridgHt,2003,"$285,000"
NridgHt,2007,"$281,500"
NridgHt,2005,"$245,700"
NridgHt,2005,"$232,698"
NridgHt,2006,"$250,000"
NridgHt,2005,"$194,700"
NridgHt,2005,"$204,000"
NridgHt,2005,"$200,000"
NridgHt,2005,"$207,000"
NridgHt,2006,"$209,500"
NridgHt,2006,"$209,500"
NridgHt,2006,"$202,500"
NridgHt,2005,"$280,000"
NridgHt,2005,"$277,500"
NridgHt,2007,"$318,061"
NridgHt,2006,"$221,370"
NridgHt,2003,"$200,000"
Gilbert,2007,"$181,755"
Gilbert,2005,"$176,000"
Gilbert,2005,"$178,900"
Gilbert,2006,"$168,165"
Gilbert,2006,"$171,925"
Gilbert,2006,"$198,444"
Gilbert,2005,"$203,000"
Gilbert,2007,"$179,540"
Gilbert,2007,"$176,485"
Gilbert,2007,"$181,134"
Gilbert,2006,"$156,932"
Gilbert,2007,"$166,000"
Gilbert,2007,"$177,594"
Gilbert,2007,"$173,500"
Blmngtn,2006,"$172,500"
Blmngtn,2006,"$194,201"
Blmngtn,2003,"$226,500"
Blmngtn,2007,"$185,485"
Gilbert,2004,"$259,000"
Gilbert,2004,"$188,500"
Gilbert,2004,"$175,000"
Gilbert,2004,"$215,000"
Gilbert,2006,"$206,580"
Gilbert,2004,"$183,500"
Gilbert,2003,"$165,500"
Gilbert,2003,"$211,000"
Gilbert,2000,"$181,000"
Gilbert,2002,"$219,500"
Gilbert,1999,"$175,000"
Gilbert,2000,"$170,000"
Gilbert,2003,"$162,000"
Gilbert,2000,"$187,000"
Gilbert,1999,"$185,000"
NoRidge,1996,"$745,000"
NoRidge,1997,"$384,500"
NoRidge,2000,"$248,000"
NoRidge,2001,"$466,500"
NoRidge,1998,"$410,000"
NoRidge,1998,"$322,500"
NoRidge,1998,"$252,000"
NoRidge,1994,"$755,000"
NoRidge,1996,"$269,790"
NoRidge,1996,"$315,750"
NoRidge,1995,"$290,000"
NoRidge,1995,"$290,000"
NoRidge,1992,"$430,000"
NoRidge,1992,"$263,000"
NoRidge,1996,"$330,000"
Somerst,2007,"$213,133"
Somerst,2007,"$260,261"
Somerst,2006,"$320,000"
Somerst,2007,"$282,922"
Somerst,2006,"$215,000"
Somerst,2007,"$419,005"
Somerst,2006,"$255,000"
Somerst,2006,"$147,000"
Somerst,2007,"$235,876"
Somerst,2007,"$311,872"
Somerst,2007,"$248,328"
Somerst,2006,"$227,000"
Somerst,2005,"$260,000"
Somerst,2007,"$225,000"
